ACTIVITY DATE,OWNER ID,OWNER NAME,FACILITY ID,FACILITY NAME,RECORD ID,PROGRAM NAME,PROGRAM STATUS,PROGRAM ELEMENT (PE),PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,SERVICE CODE,SERVICE DESCRIPTION,SCORE,GRADE,SERIAL NUMBER,EMPLOYEE ID,Location,2011 Supervisorial District Boundaries (Official),Census Tracts 2010,Board Approved Statistical Areas,Zip Codes
03/22/2018,OW0245554,11123 LONG BEACH INC,FA0251639,WABA GRILL,PR0200805,WABA GRILL,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,11123 LONG BEACH BLVD # 12,LYNWOOD,CA,90262,1,ROUTINE INSPECTION,95,A,DAAWQB6US,EE0001021,POINT (-118.211899 33.931386),2,935,70,24691
07/25/2018,OW0245554,11123 LONG BEACH INC,FA0251639,WABA GRILL,PR0200805,WABA GRILL,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,11123 LONG BEACH BLVD # 12,LYNWOOD,CA,90262,1,ROUTINE INSPECTION,98,A,DAC9ALMW9,EE0001021,POINT (-118.211899 33.931386),2,935,70,24691
03/27/2019,OW0245554,11123 LONG BEACH INC,FA0251639,WABA GRILL,PR0200805,WABA GRILL,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,11123 LONG BEACH BLVD # 12,LYNWOOD,CA,90262,1,ROUTINE INSPECTION,97,A,DAHFTG8BR,EE0001021,POINT (-118.211899 33.931386),2,935,70,24691
11/06/2017,OW0245554,11123 LONG BEACH INC,FA0251639,WABA GRILL,PR0200805,WABA GRILL,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,11123 LONG BEACH BLVD # 12,LYNWOOD,CA,90262,1,ROUTINE INSPECTION,95,A,DATMYHZWE,EE0001021,POINT (-118.211899 33.931386),2,935,70,24691
10/04/2018,OW0000134,1114 GROUP LLC,FA0051502,THE HUDSON,PR0017162,THE HUDSON,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,CA,90046,1,ROUTINE INSPECTION,91,A,DA1PUI8RY,EE0000838,POINT (-118.365606 34.091208),3,1544,106,23677
11/07/2017,OW0000134,1114 GROUP LLC,FA0051502,THE HUDSON,PR0017162,THE HUDSON,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,CA,90046,1,ROUTINE INSPECTION,94,A,DAFZUAA3A,EE0000838,POINT (-118.365606 34.091208),3,1544,106,23677
12/08/2016,OW0000134,1114 GROUP LLC,FA0051502,THE HUDSON,PR0017162,THE HUDSON,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,CA,90046,1,ROUTINE INSPECTION,92,A,DAH6CGAWI,EE0000838,POINT (-118.365606 34.091208),3,1544,106,23677
05/10/2018,OW0000134,1114 GROUP LLC,FA0051502,THE HUDSON,PR0017162,THE HUDSON,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,CA,90046,1,ROUTINE INSPECTION,91,A,DAO8FUJNQ,EE0000838,POINT (-118.365606 34.091208),3,1544,106,23677
03/26/2019,OW0000134,1114 GROUP LLC,FA0051502,THE HUDSON,PR0017162,THE HUDSON,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,CA,90046,401,OWNER INITIATED ROUTINE INSPECT.,95,A,DAOWHUAB6,EE0000838,POINT (-118.365606 34.091208),3,1544,106,23677
03/12/2019,OW0000134,1114 GROUP LLC,FA0051502,THE HUDSON,PR0017162,THE HUDSON,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,CA,90046,1,ROUTINE INSPECTION,85,B,DARRSQM3W,EE0000838,POINT (-118.365606 34.091208),3,1544,106,23677
05/09/2017,OW0000134,1114 GROUP LLC,FA0051502,THE HUDSON,PR0017162,THE HUDSON,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,CA,90046,1,ROUTINE INSPECTION,92,A,DAVIRG8XS,EE0000838,POINT (-118.365606 34.091208),3,1544,106,23677
08/14/2018,OW0250202,11208 CULVER LLC,FA0257898,11208 CULVER LLC,PR0207849,11208 CULVER LLC,INACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,11208 CULVER BLVD,LOS ANGELES,CA,90230,1,ROUTINE INSPECTION,90,A,DABLNLU4I,EE0001002,POINT (-118.410113 34.004319),2,758,9,24678
07/26/2018,OW0000143,1121 S WESTERN INC,FA0012178,EL CHOLO,PR0025275,EL CHOLO,ACTIVE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1025 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,95,A,DA2GU7P3V,EE0001013,POINT (-118.491977 34.02425),3,448,93,25426
01/11/2017,OW0000143,1121 S WESTERN INC,FA0012178,EL CHOLO,PR0025275,EL CHOLO,ACTIVE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1025 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,99,A,DACJQFSOC,EE0001013,POINT (-118.491977 34.02425),3,448,93,25426
11/27/2018,OW0000143,1121 S WESTERN INC,FA0012178,EL CHOLO,PR0025275,EL CHOLO,ACTIVE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1025 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,90,A,DANZIYWSU,EE0001013,POINT (-118.491977 34.02425),3,448,93,25426
01/09/2018,OW0000143,1121 S WESTERN INC,FA0012178,EL CHOLO,PR0025275,EL CHOLO,ACTIVE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1025 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,99,A,DAVCEPTFX,EE0001013,POINT (-118.491977 34.02425),3,448,93,25426
05/17/2017,OW0000143,1121 S WESTERN INC,FA0012178,EL CHOLO,PR0025275,EL CHOLO,ACTIVE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1025 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,100,A,DAWYKZBRU,EE0001013,POINT (-118.491977 34.02425),3,448,93,25426
09/06/2017,OW0000143,1121 S WESTERN INC,FA0012178,EL CHOLO,PR0025275,EL CHOLO,ACTIVE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1025 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,99,A,DAZXPWLCS,EE0001013,POINT (-118.491977 34.02425),3,448,93,25426
02/07/2017,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,90,A,DA132F0TF,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
06/13/2017,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,93,A,DAA0RSYMX,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
10/19/2016,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,401,OWNER INITIATED ROUTINE INSPECT.,95,A,DABOHLCZP,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
09/27/2018,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,91,A,DAF1JJALH,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
02/27/2018,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,91,A,DAJUAVMGT,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
10/05/2016,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,80,B,DAOFNZB8M,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
06/27/2018,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,92,A,DARMRC0O9,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
09/14/2017,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,90,A,DAYXIPDHV,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
01/24/2019,OW0000151,11262 VENTURA LLC,FA0034611,STOUT BURGERS & BEERS,PR0015282,STOUT BURGERS & BEERS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11262 VENTURA BLVD,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,91,A,DAZXVINAS,EE0000581,POINT (-118.375504 34.141126),3,1357,404,8492
11/08/2017,OW0126865,1132 WILSHIRE DONUTS LLC,FA0163197,DUNKIN DONUTS,PR0151385,DUNKIN DONUTS,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,1132 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90403,1,ROUTINE INSPECTION,96,A,DABEXYGFJ,EE0000999,POINT (-118.491018 34.02503),3,448,93,25426
06/15/2017,OW0126865,1132 WILSHIRE DONUTS LLC,FA0163197,DUNKIN DONUTS,PR0151385,DUNKIN DONUTS,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,1132 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90403,1,ROUTINE INSPECTION,98,A,DADDIP0QC,EE0000999,POINT (-118.491018 34.02503),3,448,93,25426
10/17/2018,OW0126865,1132 WILSHIRE DONUTS LLC,FA0163197,DUNKIN DONUTS,PR0151385,DUNKIN DONUTS,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,1132 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90403,1,ROUTINE INSPECTION,97,A,DAO0A0HA3,EE0000999,POINT (-118.491018 34.02503),3,448,93,25426
05/15/2018,OW0126865,1132 WILSHIRE DONUTS LLC,FA0163197,DUNKIN DONUTS,PR0151385,DUNKIN DONUTS,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,1132 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90403,1,ROUTINE INSPECTION,93,A,DAP31XRXS,EE0000999,POINT (-118.491018 34.02503),3,448,93,25426
12/13/2016,OW0126865,1132 WILSHIRE DONUTS LLC,FA0163197,DUNKIN DONUTS,PR0151385,DUNKIN DONUTS,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,1132 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90403,1,ROUTINE INSPECTION,95,A,DATLRFHSK,EE0000999,POINT (-118.491018 34.02503),3,448,93,25426
07/10/2018,OW0000170,11335 THIENES INC.,FA0071137,SUBWAY,PR0026541,SUBWAY,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11335 THIENES AVE STE 1B,SOUTH EL MONTE,CA,91733,1,ROUTINE INSPECTION,98,A,DAGIIB4GB,EE0000842,POINT (-118.032158 34.042481),1,1875,99,9314
02/07/2019,OW0000170,11335 THIENES INC.,FA0071137,SUBWAY,PR0026541,SUBWAY,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11335 THIENES AVE STE 1B,SOUTH EL MONTE,CA,91733,1,ROUTINE INSPECTION,97,A,DAGLQZPOE,EE0000842,POINT (-118.032158 34.042481),1,1875,99,9314
02/01/2017,OW0000170,11335 THIENES INC.,FA0071137,SUBWAY,PR0026541,SUBWAY,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11335 THIENES AVE STE 1B,SOUTH EL MONTE,CA,91733,1,ROUTINE INSPECTION,94,A,DAOFJSYDH,EE0000842,POINT (-118.032158 34.042481),1,1875,99,9314
09/18/2017,OW0000170,11335 THIENES INC.,FA0071137,SUBWAY,PR0026541,SUBWAY,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11335 THIENES AVE STE 1B,SOUTH EL MONTE,CA,91733,1,ROUTINE INSPECTION,97,A,DAUMGCUIY,EE0000842,POINT (-118.032158 34.042481),1,1875,99,9314
03/28/2018,OW0000170,11335 THIENES INC.,FA0071137,SUBWAY,PR0026541,SUBWAY,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11335 THIENES AVE STE 1B,SOUTH EL MONTE,CA,91733,1,ROUTINE INSPECTION,98,A,DAX4T30BM,EE0000842,POINT (-118.032158 34.042481),1,1875,99,9314
02/06/2019,OW0127891,11343 PENROSE INC,FA0164554,LA VIDA GENTLEMENS CLUB,PR0152836,LA VIDA GENTLEMENS CLUB,ACTIVE,1633,RESTAURANT (31-60) SEATS LOW RISK,11343 PENROSE ST,SUN VALLEY,CA,91352-3109,1,ROUTINE INSPECTION,99,A,DATRY9I0L,EE0000820,POINT (-118.378605 34.22395),3,1379,419,19335
02/01/2017,OW0127891,11343 PENROSE INC,FA0164554,LA VIDA GENTLEMENS CLUB,PR0152836,LA VIDA GENTLEMENS CLUB,ACTIVE,1633,RESTAURANT (31-60) SEATS LOW RISK,11343 PENROSE ST,SUN VALLEY,CA,91352-3109,1,ROUTINE INSPECTION,93,A,DAUK0DWCS,EE0000820,POINT (-118.378605 34.22395),3,1379,419,19335
02/22/2019,OW0253702,11520 W PICO RESTAURANT GROUP,FA0262210,11520 W PICO RESTAURANT GROUP,PR0212891,11520 W PICO RESTAURANT GROUP,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,11520 W PICO BLVD,LOS ANGELES,CA,90064,1,ROUTINE INSPECTION,92,A,DADPRAHUU,EE0000338,POINT (-118.442609 34.033258),2,560,438,24029
09/06/2018,OW0238550,11780 PICO LLC,FA0243042,NEAT,PR0191265,NEAT,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11780 PICO BLVD,LOS ANGELES,CA,90064,1,ROUTINE INSPECTION,91,A,DAFCK0V0L,EE0000338,POINT (-118.447287 34.030832),2,612,438,24029
02/22/2018,OW0238550,11780 PICO LLC,FA0243042,NEAT,PR0191265,NEAT,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11780 PICO BLVD,LOS ANGELES,CA,90064,1,ROUTINE INSPECTION,93,A,DAIOCCA1C,EE0000338,POINT (-118.447287 34.030832),2,612,438,24029
04/05/2017,OW0238550,11780 PICO LLC,FA0243042,NEAT,PR0191265,NEAT,ACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,11780 PICO BLVD,LOS ANGELES,CA,90064,1,ROUTINE INSPECTION,97,A,DATNA0CEE,EE0000338,POINT (-118.447287 34.030832),2,612,438,24029
04/27/2017,OW0185601,"118 DEGREES LOS ANGELES, INC",FA0180142,118 DEGREES TARZANA,PR0173876,118 DEGREES TARZANA,INACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,18636 VENTURA BLVD,TARZANA,CA,91357,1,ROUTINE INSPECTION,92,A,DA0UUQAYM,EE0000683,POINT (-118.539547 34.170207),3,342,422,19339
10/17/2016,OW0185601,"118 DEGREES LOS ANGELES, INC",FA0180142,118 DEGREES TARZANA,PR0173876,118 DEGREES TARZANA,INACTIVE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,18636 VENTURA BLVD,TARZANA,CA,91357,1,ROUTINE INSPECTION,96,A,DAFZVNG0K,EE0000683,POINT (-118.539547 34.170207),3,342,422,19339
09/01/2016,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,91,A,DA0NJLRFR,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
09/08/2017,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,91,A,DA3HJ2SER,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
02/07/2018,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,91,A,DA5L0SA9Y,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
05/23/2018,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,90,A,DAJTLOBFY,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
02/15/2017,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,90,A,DALTGIH2O,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
10/04/2018,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,90,A,DAPPK4GS5,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
01/29/2019,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,90,A,DAVXGZKFE,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
05/25/2017,OW0000225,11831 WILSHIRE RESTAURANT LL,FA0011149,BRU HAUS,PR0019181,BRU HAUS,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,11831 WILSHIRE BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,91,A,DAXHUXDCK,EE0000924,POINT (-118.463302 34.047488),3,570,23,23443
11/30/2016,OW0000245,11990 VALLEY INC.,FA0049388,SUBWAY SANDWICHES #25298,PR0010149,SUBWAY SANDWICHES #25298,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11990 GARVEY AVE,EL MONTE,CA,91732,1,ROUTINE INSPECTION,97,A,DA00UMGBO,EE0000382,POINT (-118.018366 34.06285),1,2020,307,9313
01/16/2018,OW0000245,11990 VALLEY INC.,FA0049388,SUBWAY SANDWICHES #25298,PR0010149,SUBWAY SANDWICHES #25298,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11990 GARVEY AVE,EL MONTE,CA,91732,1,ROUTINE INSPECTION,98,A,DA9HGU9H0,EE0000382,POINT (-118.018366 34.06285),1,2020,307,9313
04/20/2017,OW0000245,11990 VALLEY INC.,FA0049388,SUBWAY SANDWICHES #25298,PR0010149,SUBWAY SANDWICHES #25298,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11990 GARVEY AVE,EL MONTE,CA,91732,1,ROUTINE INSPECTION,99,A,DAD4WPOWF,EE0000382,POINT (-118.018366 34.06285),1,2020,307,9313
07/09/2018,OW0000245,11990 VALLEY INC.,FA0049388,SUBWAY SANDWICHES #25298,PR0010149,SUBWAY SANDWICHES #25298,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11990 GARVEY AVE,EL MONTE,CA,91732,1,ROUTINE INSPECTION,94,A,DAKXFDTPE,EE0000382,POINT (-118.018366 34.06285),1,2020,307,9313
10/01/2018,OW0000245,11990 VALLEY INC.,FA0049388,SUBWAY SANDWICHES #25298,PR0010149,SUBWAY SANDWICHES #25298,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11990 GARVEY AVE,EL MONTE,CA,91732,1,ROUTINE INSPECTION,97,A,DAQNTZSZQ,EE0000382,POINT (-118.018366 34.06285),1,2020,307,9313
07/10/2017,OW0000245,11990 VALLEY INC.,FA0049388,SUBWAY SANDWICHES #25298,PR0010149,SUBWAY SANDWICHES #25298,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11990 GARVEY AVE,EL MONTE,CA,91732,1,ROUTINE INSPECTION,95,A,DAYVTCJGF,EE0000382,POINT (-118.018366 34.06285),1,2020,307,9313
01/03/2019,OW0101587,"12225 SANTA&#160;MONICA BLVD., INC.",FA0138199,7-ELEVEN STORE 39685A,PR0122465,7-ELEVEN STORE 39685A,ACTIVE,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",12225 SANTA&#160;MONICA BLVD,SANTA&#160;MONICA,CA,90025,1,ROUTINE INSPECTION,90,A,DAXPD0AWO,EE0001075,POINT (-118.464921 34.039886),3,609,438,23443
05/17/2018,OW0000275,"12238 SANTA ,MONICA, INC.",FA0067109,MOM'S BAR,PR0030442,MOM'S BAR,ACTIVE,1633,RESTAURANT (31-60) SEATS LOW RISK,12238 SANTA&#160;MONICA BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,92,A,DAANJ3RXV,EE0001075,POINT (-118.465039 34.039833),3,609,438,23443
03/29/2017,OW0000275,"12238 SANTA ,MONICA, INC.",FA0067109,MOM'S BAR,PR0030442,MOM'S BAR,ACTIVE,1633,RESTAURANT (31-60) SEATS LOW RISK,12238 SANTA&#160;MONICA BLVD,LOS ANGELES,CA,90025,1,ROUTINE INSPECTION,92,A,DAXH25MY6,EE0001075,POINT (-118.465039 34.039833),3,609,438,23443
08/08/2018,OW0127975,1224 AND MAX INC,FA0164646,LOU WINE SHOP AND TASTIING,PR0152931,LOU WINE SHOP AND TASTIING,ACTIVE,1630,RESTAURANT (0-30) SEATS LOW RISK,1911 HILLHURST AVE,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,99,A,DAH9CMIEF,EE0000846,POINT (-118.287422 34.105932),3,1459,27,23445
01/05/2018,OW0127975,1224 AND MAX INC,FA0164646,LOU WINE SHOP AND TASTIING,PR0152931,LOU WINE SHOP AND TASTIING,ACTIVE,1630,RESTAURANT (0-30) SEATS LOW RISK,1911 HILLHURST AVE,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,99,A,DAV1WOO49,EE0000846,POINT (-118.287422 34.105932),3,1459,27,23445
11/10/2016,OW0180642,12265 STUDIO CITY LLC,FA0173894,COMONCY,PR0166719,COMONCY,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,12265 VENTURA BLVD # 101,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,93,A,DA0YSXYEG,EE0000797,POINT (-118.400453 34.143123),3,1671,404,8492
11/26/2018,OW0180642,12265 STUDIO CITY LLC,FA0173894,COMONCY,PR0166719,COMONCY,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,12265 VENTURA BLVD # 101,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,96,A,DA2CE4A0P,EE0000797,POINT (-118.400453 34.143123),3,1671,404,8492
08/13/2018,OW0180642,12265 STUDIO CITY LLC,FA0173894,COMONCY,PR0166719,COMONCY,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,12265 VENTURA BLVD # 101,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,91,A,DAINNQOXP,EE0000797,POINT (-118.400453 34.143123),3,1671,404,8492
07/25/2017,OW0180642,12265 STUDIO CITY LLC,FA0173894,COMONCY,PR0166719,COMONCY,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,12265 VENTURA BLVD # 101,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,90,A,DAJ2EATYH,EE0000797,POINT (-118.400453 34.143123),3,1671,404,8492
11/15/2017,OW0180642,12265 STUDIO CITY LLC,FA0173894,COMONCY,PR0166719,COMONCY,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,12265 VENTURA BLVD # 101,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,94,A,DALRGCOYK,EE0000797,POINT (-118.400453 34.143123),3,1671,404,8492
04/20/2017,OW0180642,12265 STUDIO CITY LLC,FA0173894,COMONCY,PR0166719,COMONCY,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,12265 VENTURA BLVD # 101,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,93,A,DAPRZPLI4,EE0000797,POINT (-118.400453 34.143123),3,1671,404,8492
03/28/2018,OW0180642,12265 STUDIO CITY LLC,FA0173894,COMONCY,PR0166719,COMONCY,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,12265 VENTURA BLVD # 101,STUDIO CITY,CA,91604,1,ROUTINE INSPECTION,93,A,DATT2FTOL,EE0000797,POINT (-118.400453 34.143123),3,1671,404,8492
02/28/2019,OW0101235,"123 BROADWAY PARTNERS, LLC.",FA0137895,STOUT BURGERS & BEER,PR0122092,STOUT BURGERS & BEER,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,111 SANTA&#160;MONICA BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,90,A,DA38Y8N1A,EE0001005,POINT (-118.497602 34.014441),3,372,93,25426
10/16/2018,OW0101235,"123 BROADWAY PARTNERS, LLC.",FA0137895,STOUT BURGERS & BEER,PR0122092,STOUT BURGERS & BEER,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,111 SANTA&#160;MONICA BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,90,A,DAFG2WYT0,EE0001005,POINT (-118.497602 34.014441),3,372,93,25426
